user_id,tweet,features__name,features__id,features__screen_name,features__tweets,features__location,features__primary_geo,features__geo_type,state
113074321,RT @brianklaas: Citing snow in mid-December as evidence against global warming shows a truly amazing level of scientific ignorance. https:/…,Donna Dellek,113074321,piranhadonna,1,"Chandler, AZ","Chandler, AZ",User location, Arizona
7.67437E+17,"Pointing to science as reason to denounce trans identities is like claiming mild winters disproves ""global warming"". It's either blatantly",🌻River🍃,7.67437E+17,river_starship,1,Southern US,Southern US,User location,
2530699801,"RT @burntkiss: animal agriculture is one of the top leading causes of global warming. go vegan to save the earth, save your health, and sav…",𝕭𝖆𝖊-𝖕𝖍𝖔𝖒𝖊𝖙🔪,2530699801,spookykiah,1,"Liverpool, England","Liverpool, England",User location,
367750490,RT @fightdenial: Thank you Portland! Banning new fossil fuel infrastructure through zoning laws can be replicated across the US. \n\nhttps://…,Katalin Pota - BERNIE2020,367750490,katalin_pota,1,Manhattan,Manhattan,User location, New York
21104285,"RT @burntkiss: animal agriculture is one of the top leading causes of global warming. go vegan to save the earth, save your health, and sav…",Sarah Kirby,21104285,sarahkirbyblog,1,✮ ESSEX ✮ LONDON ✮ ,✮ ESSEX ✮ LONDON ✮ ,User location,
4435806134,Gore gave us only 10 years  15 years ago!\nGlobal warming ends Jan 20!\nYou'll be ok!\nDon't sell the farm & buy into… https://t.co/N0QVyY36O8,John Elliott,4435806134,1jelliott1,1,"Texas, USA","Texas, USA",User location,Texas
222325299,RT @realDonaldTrump: The concept of global warming was created by and for the Chinese in order to make U.S. manufacturing non-competitive.,808 ℕᵃɳƌєʊẋ 808 ʗʟ∆ℙ,222325299,2Nandope,1,「ŝ∆тẋ」,「ŝ∆тẋ」,User location,
36992985,"@TimSBrady Best descriptions of global warming & climate change are in my books, Improbable Planet; Hidden Treasures in the Book of Job.",Hugh Ross,36992985,RTB_HRoss,1,"Glendora, Ca","Glendora, Ca",User location, California
92038324,@rightwingpro123 @realDonaldTrump very nice but tell him the global warming isn't a hoax,B.,92038324,Barrrrryy,1,Maastricht,Maastricht,User location,
3019445950,RT @samjasons: shipper: i like [insert ship] \nanti-shippers: didn't you know that people that ship [insert ship] are the reason global warm…,Lex,3019445950,SansaJunipero,1,in omnia paratus,in omnia paratus,User location,
279573510,shipper: i like [insert ship] \nanti-shippers: didn't you know that people that ship [insert ship] are the reason global warming exists,alyssa ︽✵︽,279573510,samjasons,1,colorado,colorado,User location,Colorado
386919440,@coridrew @aka_Scratch Right up there with the Global Warming Alarmism of Today. People never learn,CMDR Rippenharra🇦🇺,386919440,Rippenharra,1,Australia,Australia,User location,
2225164214,Cali and LA are always complaining about global warming but there is literally a brown haze over the city.....,bails,2225164214,zionsbetter,1,NC,NC,User location,North Carolina
270153967,@kenntwofour @JustSikko at least as many who believe global warming is a Chinese hoax,𝙅. 𝙇. 𝙃𝘼𝙈𝙄𝙇𝙏𝙊𝙉,270153967,absinthol,1,United States,United States,User location,
7.12963E+17,RT @OrganicLiveFood: #Climatechange has become the biggest global #health threat of the 21st century: https://t.co/sm0oNB4asL https://t.co/…,伊藤千世士,7.12963E+17,9fbTqtVpiOloKws,1,群馬 みなかみ町,群馬 みなかみ町,User location,
25969442,How climate change transformed the Earth in 2016 https://t.co/yNfCAHrjNs https://t.co/0u9cRCNlXh,Daniel Lopez,25969442,4danlopez,1,"Mostly Chicago, IL ","Mostly Chicago, IL ",User location,
140278043,@LeoDiCaprio have you stopped flying that carbon spewing private jet yet Mr global warming. Still wagging your finger at us.,Vickie B,140278043,bellivi5150,1,"Riverside, CA ","Riverside, CA ",User location,
2571278329,RT @CBSNews: Here's all the ways climate change was felt on Earth in 2016 https://t.co/pW8lXtrqWI https://t.co/i1drTkeYMi,Bluff City Taxi,2571278329,bluffcitytaxi,1,"Memphis, TN","Memphis, TN",User location, Tennessee
1879938522,7) Cowboys from hell Pantera\n8) Killed by death Motorhead\n9) The count of tuscany Dream Teather\n10) Silvera Gojira\n11) Global Warming gojira,LORIN,1879938522,JeanGertrude69,1,a côté de la plaque,a côté de la plaque,User location,
16579411,"RT @Regnery: .@Chris_C_Horner, author of Politically Incorrect Guide to Global Warming, now on Trump transition team.  https://t.co/Zg4fWJL…",KM,16579411,GAB_KMFL,1,Florida,Florida,User location,Florida
23032307,"If I could figure out how to bottle Global Warming, I'd be a millionare this week! https://t.co/CZY9vnXbCF",Paul David Henson,23032307,PeeDee59,1,"Travelers Rest, SC","Travelers Rest, SC",User location, South Carolina
2281988227,RT @BrissonJeremy: @realDonaldTrump @MaxCUA if anyone ever believed that global warming was true you are an idiot. A trillion $ hoax http:/…,waasay khan,2281988227,__oldwine,1,"City of flowers, peshawar.","City of flowers, peshawar.",User location,
301091461,"RT @TimfromDa70s: It's funny how Trump the ""tough guy"" is emerging as a delicate little flower. Between global warming and Donald tears we'…",Jc2009USA,301091461,JC2009USA,1,USA America,USA America,User location,
16025963,RT @NYTNational: Foreign officials concerned about global warming may be spending more time in Sacramento https://t.co/jlSovANrI6 https://t…,jah08,16025963,jah08,1,Midwestern USA,Midwestern USA,User location,
58875257,Global warming my ass! I'm freezing my hairy nut sack off!,Mike,58875257,RaiderDodger24,1,"SoCal, USA","SoCal, USA",User location, California
260285489,"You Must Be The Reason For Global Warming, You're Hot !!! \n\n#yoursmile","Love, Life, Grace & Favor 😄😉 #StepHardRiddim",260285489,afreekanjoebe,1,Accra New Town (Lagos Town),Accra New Town (Lagos Town),User location,
2438192826,RT @tveitdal: How climate change transformed the Earth in 2016 https://t.co/M5MCoC9Uod https://t.co/8ufxrhVT6W,Greenblob,2438192826,Greenestblob,1,rest of UK,rest of UK,User location,
489633858,"@OMGTheMess like I said, you're either stupid, willfully ignorant, or on the oil payroll. Global warming is real and human-caused.",John Griffith,489633858,bajakeweenaw,2,MI or MX,MI or MX,User location,
2766251450,RT @xxjewelsndrugs: Oh lord this bitch is shaking the table and curing global warming with all this shade  https://t.co/8iTN9p4tat,Sofia Yoncé,2766251450,sofia_yonce,1,BeyHive + Bailiens✨,BeyHive + Bailiens✨,User location,
8.00123E+17,RT @darionavarro111: #Trump continues to deny reality of global warming and pick extremist climate change deniers for his Cabinet. #Climate…,Judith Kaufman J.D.,8.00123E+17,judesterworld,1,"Poughkeepsie, NY","Poughkeepsie, NY",User location,New York
2863574275,The Carbon Underground: Reversing Global Warming- https://t.co/aG3rIN1j7A?076b,Defending Beef,2863574275,DefendingBeef,1,"Bolinas, CA","Bolinas, CA",User location,California
19462393,"Thanks, global warming, for a day so unseasonably mild I was unable to justify postponing cleaning the back yard! 🐶💩",Max *something witty here*,19462393,malamentary,1,"Denver, CO","Denver, CO",User location, Colorado
141791906,"RT @Revkin: Trump impact on global climate in full context. As @JerryBrownGov said: ""not a battle of one day or one election"" https://t.co/…",S8362,141791906,S936384,1,"Chicago, IL","Chicago, IL",User location, Illinois
286025358,"ALIEN LIFE BOOST: 2017 could be the year we FINALLY confirm ET existence, say experts https://t.co/N18q3d7pND",C🅰️LQ👁👁N        🇧🇪,286025358,CalQoon,1,✨,✨,User location,
250484232,RT @tveitdal: How climate change transformed the Earth in 2016 https://t.co/M5MCoC9Uod https://t.co/8ufxrhVT6W,Anton Rossouw,250484232,anton_rossouw,1,Australia,Australia,User location,
863447222,RT @climatehawk1: #Climate science denial and Arctic sea ice: a closer look https://t.co/mcZFwPKErL via Open Mind #globalwarming #divest ht…,"Sam Wheeler, Ph.D.",863447222,ghostbat68,1,Earth,Earth,User location, Texas
185075101,RT @ClimateCentral: The global warming signal in the Arctic was stronger and more pronounced during 2016 than any other year https://t.co/W…,Laura Rosenfield,185075101,lrosenfi,1,Dallas,Dallas,User location, Texas
112186577,https://t.co/D7yd7juGbC Global Warming Alarmist NY Times Discovers Cold Is 17 Times Deadlier https://t.co/Q9JJnWS0pH https://t.co/shkIP85WHW,Censored News UK🇬🇧,112186577,MyFreedomNews,1,United Kingdom,United Kingdom,User location,
29112640,I hope we see cooler takes in 2017.\n\nAll these hot and faux-hot takes are contributing to global warming.\n\nIt's not sustainable.,James @ ECCC T3,29112640,chuckspear,1,1407 Graymalkin Lane,1407 Graymalkin Lane,User location,
3187878394,RT @ScientificQA: @hockeyschtick1 the NOAA climate fraud revealed! Maine original temp data 2013.  NOAA altered data 2015 to pretend global…,Thomas D. Gillespie,3187878394,TomG_ologist,1,"Lehigh Valley, PA","Lehigh Valley, PA",User location,Pennsylvania
724706594,Global Warming Debunked | William Happer and Stefan Molyneux https://t.co/ZgQIY6xVGS,Michael Walker,724706594,mikerestorer,1,Great Yarmouth,Great Yarmouth,User location,
7.12062E+17,This isn't the first hoax they've pulled on humanity. \nHint: They made it illegal to question like anthopogenic glo… https://t.co/XiM2zHLB5n,TPTB News Reviewer  ❌,7.12062E+17,FreeBelligerent,1,Ask the NSA,Ask the NSA,User location,
201150509,"@ConwayTweety78 @robreiner @therealroseanne   Ya, my angry bad. Two questions:\n1) Is global warming real?\n2) Do cigarettes cause cancer?",@SWAG,201150509,BartShumaker,1,"Toronto, Canada","Toronto, Canada",User location,
2437982417,RT @xxjewelsndrugs: Oh lord this bitch is shaking the table and curing global warming with all this shade  https://t.co/8iTN9p4tat,Still you tackyana 🐕,2437982417,MelSincerely,1,Martinique,Martinique,User location,
3742239194,"RT @isabellebonilla: they ask me ""what's your inspiration?"" i told them global warming",Lil' Bi Bitch🍒,3742239194,bbenitez4899,1,"Macungie, PA","Macungie, PA",User location, Pennsylvania
269092532,"Trend Millwork Earth Watch:   ""New York Times 1989 reports no global warming trend.""   https://t.co/lig3a8NMNe via @wordpressdotcom",Trend Millwork,269092532,TrendMillwork,1,"Detroit, MI & Durham, NC","Detroit, MI & Durham, NC",User location,
17111029,RT @climatehawk1: #Climate science denial and Arctic sea ice: a closer look https://t.co/mcZFwPKErL via Open Mind #globalwarming #divest ht…,Overlady,17111029,Aitch_El,1,Dja dja wurrung land. Never ceded.,Dja dja wurrung land. Never ceded.,User location,
907656966,if global warming happen on hell would there be snow?,Aabir,907656966,shunno_0,1,Beautiful Bangladesh,Beautiful Bangladesh,User location,
305188360,"RT @1sroberts: Yet Trump and his EPA Nominee, Scott Pruitt say Global Warming is not real or human caused! FRIGHTENING! #NotMyPresident htt…",Fuck Civility Ⓥ,305188360,Str84NOH8,1,Pluto,Pluto,User location, West Virginia
15574947,RT @climatehawk1: #Climate science denial and Arctic sea ice: a closer look https://t.co/mcZFwPKErL via Open Mind #globalwarming #divest ht…,Lucia Orth,15574947,LuciaOrth,1,Lawrence KS,Lawrence KS,User location, Kansas
16280644,RT @brianklaas: Citing snow in mid-December as evidence against global warming shows a truly amazing level of scientific ignorance. https:/…,Copperbird,16280644,copperbird7,1,Valley of the Sun,Valley of the Sun,User location,
7.52607E+17,RT @toxinews: George Carlin on Global Warming https://t.co/77DA3VaBzn via @YouTube,Graham Pass,7.52607E+17,PassGraham,1,Western Cape,Western Cape,User location,
18378334,Global Warming: LA Times: California's Next AG Must Take On Exxon's Climate History https://t.co/ihCdl8WdkL,Andy Burton,18378334,Andy_Burton,1,"Grimsby, England","Grimsby, England",User location,
4852809133,"RT @savski: When ppl call deforestation, global warming, mass slaughter, abuse, disease, and human anatomy 'views and opinions' https://t.c…",GIRASOUL Ⓥ,4852809133,IvannaFrances,1,Tu mente,Tu mente,User location,
290362175,"RT @Revkin: Trump impact on global climate in full context. As @JerryBrownGov said: ""not a battle of one day or one election"" https://t.co/…",Anna Maria,290362175,Barbiewithatude,1,San Diego,San Diego,User location, California
1067085284,RT @NYTNational: Foreign officials concerned about global warming may be spending more time in Sacramento https://t.co/jlSovANrI6 https://t…,Danny Tarrau,1067085284,DanTarrau,1,"Miami, Florida","Miami, Florida",User location, Florida
32429978,RT @ScientificQA: @hockeyschtick1 the NOAA climate fraud revealed! Maine original temp data 2013.  NOAA altered data 2015 to pretend global…,OutdoorsMc,32429978,OutdoorsMc,1,"Alabama, USA","Alabama, USA",User location,Alabama
11776292,jurassic era air had 5X as much CO2 as today ~ will larger species evolve due to global warming / CO2 emissions? ~ https://t.co/G9Th2y5Xqm,🚀𝕤𝕡𝕒𝕔𝕖𝕔𝕣𝕒𝕗𝕗𝕗💫,11776292,spacecrafff,1,"Los Angeles, CA","Los Angeles, CA",User location, California
1767741,Foreign officials concerned about global warming may be spending more time in Sacramento https://t.co/jlSovANrI6 https://t.co/6pPqCEwB9v,NYT National News,1767741,NYTNational,1,From Sea to Shining Sea,From Sea to Shining Sea,User location,
8.01224E+17,"RT @PaulEDawson: ""The warnings about global warming have been extremely clear for a long time...."" #Globalwarming explore more quotes https…",Thomas Jefferson,8.01224E+17,ThomasJ17762016,1,"Northridge, Los Angeles","Northridge, Los Angeles",User location, California
2895516808,"RT @burntkiss: animal agriculture is one of the top leading causes of global warming. go vegan to save the earth, save your health, and sav…",Rishon🤪,2895516808,riflop,1,"Houston, TX","Houston, TX",User location, Texas
598422489,"@SciencePorn Damn you, anthropogenic global warming!!",Mark Bunch,598422489,MarkTheRustic,1,"Eastern Washington State, USA","Eastern Washington State, USA",User location,Washington
23021129,@johnroderick Definitely in your wheelhouse! https://t.co/wUCEu9SqhK,Dean Johnson,23021129,deantjohnson,1,"Rochester,MN","Rochester,MN",User location, Minnesota
2334024660,"RT @savski: When ppl call deforestation, global warming, mass slaughter, abuse, disease, and human anatomy 'views and opinions' https://t.c…",Robin McGovern,2334024660,Hereyeson94,1,Germany,Germany,User location,
373042824,RT @brianklaas: Citing snow in mid-December as evidence against global warming shows a truly amazing level of scientific ignorance. https:/…,"Hedwig, geniously stable Owl❄️🌈❄️",373042824,ParisNeully,1,"Somewhere, CA","Somewhere, CA",User location,
3095131614,@mehmeti_leonard @HRvojnik Yeah if you say so they also dropped the atomic bomb and caused global warming and war in the Middle East! !!,Legija Зеленица🇷🇸,3095131614,legija97,1,Beograd Srbija,Beograd Srbija,User location,
417431399,"RT @ClimateHostage: Without doubt, this is the most interesting in-depth interview I have read this year. Via @EcoSenseNow \nhttps://t.co/3N…",Barry Grabo,417431399,barrygrabo,1,"Wheatland County, Alberta","Wheatland County, Alberta",User location,
7.33443E+17,RT @climatehawk1: #Climate science denial and Arctic sea ice: a closer look https://t.co/mcZFwPKErL via Open Mind #globalwarming #divest ht…,paméla love life,7.33443E+17,aamours_mes,1,France,France,User location,
24003058,@Frenchi40593331 @GeorgeTakei So...global warming is a lie?,"Schuyler Thorpe (Writer, Indie Author, Cat Lover)",24003058,skywriter35,1,"Everett, WA","Everett, WA",User location, Washington
3289458833,"First observed flakes of snow call for oysters and a ""global warming"" cocktail. #winteriscoming… https://t.co/2Bdtpl3kpI",Bitter Ginger,3289458833,BitterGingerDC,1,"Washington, DC","Washington, DC",User location, D.C.
6369812,"RT @burntkiss: animal agriculture is one of the top leading causes of global warming. go vegan to save the earth, save your health, and sav…",John Smith Ⓥ,6369812,Juandelaforet,1,United Kingdom,United Kingdom,User location,
16191957,How climate change transformed the Earth in 2016 https://t.co/PTRVMsGrn0,Russ Perry,16191957,LVRuss,1,Las Vegas,Las Vegas,User location, Nevada
2466698762,RT @OrganicLiveFood: #Climatechange has become the biggest global #health threat of the 21st century: https://t.co/sm0oNB4asL https://t.co/…,Pearl Orlind Bailey,2466698762,perorbailey,1,usa,usa,User location,
2313139874,RT @jyonko77: New York Times 1989: no global warming trend https://t.co/F84OmRtXqP via @wordpressdotcom,deplorable Lee🌟🌟🌟 🚂🇺🇸,2313139874,Lee0456lee,1,Woodland ca,Woodland ca,User location,
27263156,@SciencePorn what will it look like in 100 years after global warming has raised sea level?,Maj 🔴⚪️,27263156,MajPlums,1,South of The Cronx,South of The Cronx,User location,
3766102463,@Aquadrxp @Rayswag_ @girlposts don't forget about long consequences with global warming (because he thinks it's a hoax),DannyBarron,3766102463,DannyDaWoMan,1,far far away,far far away,User location,
8.04967E+17,I've failed to get global warming,convenient truths,8.04967E+17,gianticecube,1,Al Gore,Al Gore,User location,
223258725,"RT @savski: When ppl call deforestation, global warming, mass slaughter, abuse, disease, and human anatomy 'views and opinions' https://t.c…",V♕,223258725,emmajscott_,1,IG emmajscott_,IG emmajscott_,User location,
2934009661,RT @brianklaas: Citing snow in mid-December as evidence against global warming shows a truly amazing level of scientific ignorance. https:/…,Cindy D. Perkins,2934009661,CindyDPishere,1,"Illinois, USA","Illinois, USA",User location,Illinois
2937781120,@RepLouBarletta @WNEPWeather even Tom Clark believes in global warming. Maybe you should get on that band wagon. https://t.co/OEvUInuiBl,jonathan witcoski,2937781120,mappingthings,1,"Arlington, VA","Arlington, VA",User location, Virginia
391342377,George Carlin on Global Warming https://t.co/77DA3VaBzn via @YouTube,ToxiNews,391342377,toxinews,4,Where civilisation used to be,Where civilisation used to be,User location,
4186306797,Global warming warning https://t.co/7iDIaxPNGt,Ian Politics #FBPE,4186306797,Ian_Politic,1,"West Sussex, United Kingdom","West Sussex, United Kingdom",User location,
106168942,RT @milesoftruth: New York Times 1989: no global warming trend \nvia @jonrappoport \nhttps://t.co/1x09hm85TF,laszlo,106168942,snazzylazzy,1,"victoria, bc","victoria, bc",User location,
7.14461E+17,RT @ConwellBryan: @Yombe @NTXforNatGas global cooling. Then warming. Then climate change. News flash the climate has been changing since th…,Dorcas,7.14461E+17,wisecc1,1,"Florida, USA","Florida, USA",User location,Florida
143914733,"RT @tan123: .@MarkBoslough Please explain the ""integrity"" demonstrated by fudging temperatures to help sell global warming https://t.co/aa0…",Green Conservatism,143914733,GrnConservatism,1,Earth,Earth,User location, Texas
7.98781E+17,#Trump continues to deny reality of global warming and pick extremist climate change deniers for his Cabinet.… https://t.co/afJC6a0WOe,Dario Navarro,7.98781E+17,darionavarro111,1,"San Diego, CA","San Diego, CA",User location, California
8.00041E+17,RT @YEARSofLIVING: Portland Bans New Fossil Fuel Infrastructure in Stand Against Climate Change https://t.co/Kju4awserX via @insideclimate…,Jesse Kirkham,8.00041E+17,decarbonatenow,1,"Indianapolis, IN","Indianapolis, IN",User location,Indiana
11178672,"Trump impact on global climate in full context. As @JerryBrownGov said: ""not a battle of one day or one election""… https://t.co/guUOxjvZmb",Andrew Revkin,11178672,Revkin,1,"Hudson Valley, NY, USA","Hudson Valley, NY, USA",User location, New York
8.03022E+17,"Global warming is a ""total, and very expensive, hoax!""",Blocker Bot,8.03022E+17,dementedbot,1,cnn,cnn,User location,
36231525,Edward Snowden Reveals Global Warming is a Hoax Created by CIA in New In... https://t.co/kHMs00YcDX,MAGA2016🐸,36231525,Letty224,1,"Los Angeles, CA","Los Angeles, CA",User location, California
3011389205,The global warming crowd has bent over backwards atop broken glass and hot coals while weeping trying to convince... https://t.co/88vq9OhI4K,Shirley Shipp,3011389205,shirley_shipp,1,United States,United States,User location,
375096676,RT @jyonko77: New York Times 1989: no global warming trend https://t.co/F84OmRtXqP via @wordpressdotcom,Clara Trumper X,375096676,ClaraLKatzenmai,1,Flippin Arkansas,Flippin Arkansas,User location,Akransas
217891024,Global warming https://t.co/Iu3pSrpqyo,Kirsten Tisdale,217891024,KirstenTisdale,1,Once-Gt Britain. Europe(still),Once-Gt Britain. Europe(still),User location,
376874684,"RT @burntkiss: animal agriculture is one of the top leading causes of global warming. go vegan to save the earth, save your health, and sav…",Little Bear Ⓥ,376874684,abbagramm,1,Carlos the Dwarf,Carlos the Dwarf,User location,
504526316,RT @kxng_skinny: My outfit so fly they ask me what my inspiration was i told'em global warming☄️. I'm too cozy☁️ https://t.co/iOrtUeCZnX,binbin✨,504526316,YOObishMad,1,District of Killumbia😈202📍,District of Killumbia😈202📍,User location,
2778150599,"fucking pollution. donald trump says global warming isnt real, explain this jimjames son- https://t.co/GBW1Rhhdli",Jack Armstrong,2778150599,Jack_Will_Tweet,1,Fridge,Fridge,User location,
3249352975,How climate change transformed the Earth in 2016 https://t.co/qcFRncTfMR,Dr Jules,3249352975,realstuffdrj,1,Australia,Australia,User location,
62050691,#weather Can We Use Global Cooling To Fight Global Warming? – Forbes https://t.co/MAdlcNiX9p #forecast,LibraryNext,62050691,librarynext,1,Virtual World,Virtual World,User location,
1202108654,"RT @burntkiss: animal agriculture is one of the top leading causes of global warming. go vegan to save the earth, save your health, and sav…",Nigel Ⓥ official,1202108654,nigel4036,1,"Torpoint, England","Torpoint, England",User location,
301012485,Oh-Oh-Oh. This must mean that global warming isn't real. Not. (Beautiful photo) https://t.co/TlpigmYM6W,Michael Powell,301012485,powellnyt,1,New York City,New York City,User location, New York
402431906,RT @climatehawk1: #Climate science denial and Arctic sea ice: a closer look https://t.co/mcZFwPKErL via Open Mind #globalwarming #divest ht…,Michael Appleby,402431906,ApplebyAppleby,1,"Sydney, Australia","Sydney, Australia",User location,
29767023,RT @ClydeLewis: It causes global warming you know. https://t.co/UN1WnDunom,Margaret Weston,29767023,margweston,1,Texas,Texas,User location,Texas
69201760,It causes global warming you know. https://t.co/UN1WnDunom,Clyde Lewis,69201760,ClydeLewis,1,"Portland, OR","Portland, OR",User location, Oregon
515337461,RT @climatehawk1: #Climate science denial and Arctic sea ice: a closer look https://t.co/mcZFwPKErL via Open Mind #globalwarming #divest ht…,Elaine,515337461,ElaineEb64,1,"Geelong, Victoria. Australia.","Geelong, Victoria. Australia.",User location,
467101832,RT @dreverettpiper: New Study Casts Doubt On A Key Metric For Global Warming | The Daily Caller https://t.co/SFHTxUHc5h,❌Skycaptain❌⭐⭐⭐,467101832,1skycaptain,1,Greatest Country On Earth,Greatest Country On Earth,User location,
